 | Demonstrativo de Receitas
 |  |  |  | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 |  | Residencial (> 15m³ a 20m³) |  | 77292.82510556089 | 76853.99377453007 | 76415.16244349926 | 75976.33111246846 | 75537.49978143763 | 75098.66845040683 | 74542.81543110112 | 73986.96241179542 | 73431.10939248971 | 72875.256373184 | 72377.91419801576 | 71734.2949125039 | 71090.67562699203 | 70447.05634148017 | 69803.4370559683 | 69189.07319252517 | 68516.19848494459 | 67843.323777364 | 67170.44906978341 | 66497.57436220284 | 65766.18881048482 | 65093.31410290424 | 64420.43939532364 | 63747.56468774306 | 63074.68998016248 | 62401.815272581895 | 61728.940565001314 | 61056.06585742073 | 60383.19114984015 | 59710.31644225957
 |  | Residencial (> 20m³ a 40m³) |  | 70379.39373882378 | 69979.813532131 | 69580.2333254382 | 69180.65311874542 | 68781.07291205262 | 68381.49270535982 | 67875.35777688229 | 67369.22284840475 | 66863.08791992722 | 66356.95299144968 | 65904.09542386452 | 65318.04445404842 | 64731.99348423232 | 64145.94251441623 | 63559.891544600134 | 63000.479255230224 | 62387.78960496794 | 61775.09995470566 | 61162.41030444338 | 60549.720654181096 | 59883.75364302645 | 59271.06399276416 | 58658.37434250189 | 58045.68469223961 | 57432.99504197732 | 56820.30539171504 | 56207.61574145276 | 55594.92609119048 | 54982.2364409282 | 54369.54679066592
 |  | Residencial (>40m³) |  | 16944.000181700303 | 16847.800332069153 | 16751.600482438 | 16655.40063280685 | 16559.200783175696 | 16463.000933544543 | 16341.147790678415 | 16219.29464781229 | 16097.441504946162 | 15975.588362080034 | 15866.561865831398 | 15725.46875303904 | 15584.375640246684 | 15443.282527454328 | 15302.189414661969 | 15167.509625178356 | 15020.003189077255 | 14872.496752976154 | 14724.990316875057 | 14577.483880773956 | 14417.150798055369 | 14269.644361954268 | 14122.137925853169 | 13974.631489752068 | 13827.125053650967 | 13679.618617549866 | 13532.112181448765 | 13384.605745347664 | 13237.099309246567 | 13089.592873145468
 |  | Comercial |  | 15483.756664821356 | 15395.847372628956 | 15307.938080436557 | 15220.028788244157 | 15132.119496051757 | 15044.210203859358 | 14932.858433748985 | 14821.50666363861 | 14710.154893528235 | 14598.803123417863 | 14499.172592266477 | 14370.238963717624 | 14241.305335168772 | 14112.371706619919 | 13983.438078071065 | 13860.365069001706 | 13725.570820973358 | 13590.776572945015 | 13455.982324916666 | 13321.18807688832 | 13174.672589900985 | 13039.878341872642 | 12905.084093844294 | 12770.289845815947 | 12635.495597787602 | 12500.701349759256 | 12365.907101730909 | 12231.112853702563 | 12096.318605674214 | 11961.524357645869
 |  | Industrial |  | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 |  | Pública |  | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 |  | Coromandel |  | 4965477.375752077 | 4968272.141855501 | 4971066.907958923 | 4973861.674062345 | 4976656.440165769 | 4979780.002281359 | 4972382.092007591 | 4964984.181733826 | 4957586.27146006 | 4950188.361186293 | 4942790.450912527 | 4928487.824383245 | 4914185.197853963 | 4899882.571324682 | 4885579.9447954 | 4870948.522253949 | 4850398.771493488 | 4829849.020733025 | 4809299.269972562 | 4788749.519212101 | 4768364.166457722 | 4747814.415697258 | 4727264.664936798 | 4706714.914176335 | 4686165.163415871 | 4665615.4126554085 | 4645065.661894945 | 4624515.911134485 | 4603966.16037402 | 4583416.409613558
 |  | Social |  | 792340.27329258 | 792786.23358413 | 793232.1938756799 | 793678.1541672297 | 794124.1144587798 | 794622.5406669826 | 793442.0575422916 | 792261.5744176006 | 791081.0912929096 | 789900.6081682186 | 788720.1250435278 | 786437.8576691251 | 784155.5902947226 | 781873.3229203202 | 779591.0555459175 | 777256.322254862 | 773977.2024640539 | 770698.0826732455 | 767418.9628824373 | 764139.8430916291 | 760886.9562591475 | 757607.836468339 | 754328.7166775309 | 751049.5968867225 | 747770.4770959142 | 744491.357305106 | 741212.2375142977 | 737933.1177234896 | 734653.9979326811 | 731374.878141873
 |  | Residencial (Fixa) |  | 90072.46090162272 | 90123.15722778242 | 90173.85355394213 | 90224.54988010183 | 90275.24620626152 | 90331.90680608706 | 90197.71064860551 | 90063.51449112393 | 89929.31833364238 | 89795.12217616083 | 89660.92601867928 | 89401.48011421491 | 89142.03420975056 | 88882.58830528622 | 88623.14240082187 | 88357.73222269167 | 87984.96511857625 | 87612.1980144608 | 87239.43091034536 | 86866.66380622992 | 86496.87883894739 | 86124.11173483194 | 85751.3446307165 | 85378.57752660106 | 85005.81042248562 | 84633.04331837018 | 84260.27621425473 | 83887.50911013929 | 83514.74200602385 | 83141.9749019084
 |  | Residencial (0 a 5 m³) |  | 596465.4228154981 | 596801.1370317562 | 597136.8512480144 | 597472.5654642726 | 597808.2796805309 | 598183.4896869372 | 597294.8344086066 | 596406.179130276 | 595517.5238519453 | 594628.8685736149 | 593740.2132952842 | 592022.146423845 | 590304.0795524059 | 588586.0126809666 | 586867.9458095275 | 585110.3831479404 | 582641.8962636887 | 580173.409379437 | 577704.9224951854 | 575236.4356109337 | 572787.6966217561 | 570319.2097375044 | 567850.7228532528 | 565382.2359690011 | 562913.7490847493 | 560445.2622004978 | 557976.7753162461 | 555508.2884319944 | 553039.8015477427 | 550571.314663491
 |  | Residencial (> 5m³ a 10m³) |  | 821210.648339483 | 821672.858014419 | 822135.0676893551 | 822597.2773642911 | 823059.4870392275 | 823576.0743229795 | 822352.5781246191 | 821129.0819262589 | 819905.5857278984 | 818682.0895295382 | 817458.5933311777 | 815093.1673476808 | 812727.7413641842 | 810362.3153806876 | 807996.8893971907 | 805577.085804878 | 802178.485253877 | 798779.884702876 | 795381.284151875 | 791982.6836008739 | 788611.271854281 | 785212.6713032798 | 781814.0707522788 | 778415.4702012778 | 775016.8696502766 | 771618.2690992757 | 768219.6685482747 | 764821.0679972738 | 761422.4674462725 | 758023.8668952715
 |  | Residencial (> 10m³ a 15m³) |  | 686584.0728357692 | 686970.509375241 | 687356.9459147129 | 687743.3824541847 | 688129.8189936565 | 688561.7186554193 | 687538.798403876 | 686515.8781523329 | 685492.9579007897 | 684470.0376492465 | 683447.1173977035 | 681469.4715780532 | 679491.8257584032 | 677514.1799387531 | 675536.534119103 | 673513.4251771622 | 670671.9800339866 | 667830.5348908112 | 664989.0897476358 | 662147.6446044603 | 659328.9310224303 | 656487.4858792548 | 653646.0407360794 | 650804.5955929039 | 647963.1504497284 | 645121.705306553 | 642280.2601633775 | 639438.8150202022 | 636597.3698770266 | 633755.9247338512
 |  | Residencial (> 15m³ a 20m³) |  | 425287.7446731912 | 425527.1133548044 | 425766.4820364176 | 426005.8507180307 | 426245.2193996439 | 426512.7491026233 | 425879.1261218825 | 425245.5031411418 | 424611.88016040105 | 423978.2571796603 | 423344.6341989196 | 422119.62976948736 | 420894.62534005527 | 419669.6209106233 | 418444.6164811911 | 417191.4510303928 | 415431.3871950018 | 413671.3233596108 | 411911.25952421984 | 410151.1956888289 | 408405.212364121 | 406645.14852873 | 404885.08469333913 | 403125.0208579481 | 401364.9570225571 | 399604.89318716613 | 397844.8293517752 | 396084.7655163842 | 394324.7016809932 | 392564.6378456023
 |  | Residencial (> 20m³ a 40m³) |  | 391426.48272013076 | 391646.79295077047 | 391867.10318141023 | 392087.4134120499 | 392307.72364268964 | 392553.9527239929 | 391970.7785840642 | 391387.60444413556 | 390804.43030420685 | 390221.25616427814 | 389638.0820243495 | 388510.6120204874 | 387383.1420166252 | 386255.67201276316 | 385128.202008901 | 383974.81315437536 | 382354.8849879069 | 380734.95682143833 | 379115.0286549697 | 377495.10048850125 | 375888.13174736436 | 374268.2035808958 | 372648.2754144273 | 371028.34724795865 | 369408.4190814901 | 367788.49091502157 | 366168.562748553 | 364548.6345820845 | 362928.70641561586 | 361308.77824914735
 |  | Residencial (>40m³) |  | 47510.524050608896 | 47537.2648435125 | 47564.00563641609 | 47590.74642931969 | 47617.487222223295 | 47647.37399076262 | 47576.58953895896 | 47505.80508715531 | 47435.02063535167 | 47364.23618354802 | 47293.451731744375 | 47156.60179159065 | 47019.75185143693 | 46882.90191128322 | 46746.05197112949 | 46606.05605534006 | 46409.4325781077 | 46212.80910087534 | 46016.18562364298 | 45819.56214641063 | 45624.51165699613 | 45427.888179763766 | 45231.264702531415 | 45034.641225299056 | 44838.0177480667 | 44641.39427083434 | 44444.77079360198 | 44248.14731636963 | 44051.52383913727 | 43854.90036190491
 |  | Comercial |  | 800208.8491602897 | 800659.2381960374 | 801109.6272317851 | 801560.0162675327 | 802010.4053032808 | 802513.7812844105 | 801321.5750133134 | 800129.3687422164 | 798937.1624711195 | 797744.9562000225 | 796552.7499289257 | 794247.8178048048 | 791942.8856806839 | 789637.9535565631 | 787333.0214324421 | 784975.1023629394 | 781663.418276559 | 778351.7341901786 | 775040.0501037979 | 771728.3660174175 | 768443.175403728 | 765131.4913173474 | 761819.8072309671 | 758508.1231445866 | 755196.439058206 | 751884.7549718255 | 748573.0708854451 | 745261.3867990647 | 741949.7027126842 | 738638.0186263036
 |  | Industrial |  | 114544.71511680297 | 114609.18539083902 | 114673.6556648751 | 114738.12593891117 | 114802.59621294726 | 114874.65122510522 | 114703.99461736267 | 114533.33800962011 | 114362.68140187756 | 114192.02479413502 | 114021.36818639247 | 113691.43207809018 | 113361.4959697879 | 113031.55986148564 | 112701.62375318336 | 112364.1029067592 | 111890.05677414099 | 111416.01064152278 | 110941.96450890457 | 110467.91837628638 | 109997.66461272912 | 109523.61848011089 | 109049.57234749268 | 108575.52621487447 | 108101.48008225625 | 107627.43394963804 | 107153.38781701983 | 106679.34168440165 | 106205.29555178342 | 105731.24941916522
 |  | Pública |  | 199826.18184610148 | 199938.65188620822 | 200051.12192631495 | 200163.59196642163 | 200276.0620065284 | 200401.76381605948 | 200104.0490040122 | 199806.33419196497 | 199508.61937991774 | 199210.90456787054 | 198913.18975582332 | 198337.60778586532 | 197762.02581590734 | 197186.4438459494 | 196610.86187599137 | 196022.04813660908 | 195195.062547589 | 194368.0769585689 | 193541.0913695488 | 192714.10578052877 | 191893.73607622084 | 191066.75048720068 | 190239.76489818067 | 189412.77930916057 | 188585.79372014047 | 187758.80813112037 | 186931.82254210027 | 186104.83695308023 | 185277.8513640601 | 184450.86577504006
 |  | Cruzeiro da Fortaleza |  | 512980.92841891095 | 513543.7160529415 | 514106.5036869722 | 514669.29132100276 | 515232.07895503344 | 516076.26040607935 | 515935.5634975717 | 515794.86658906407 | 515654.16968055646 | 515513.47277204884 | 515091.3820465257 | 513965.8067784645 | 512840.23151040333 | 511714.656242342 | 510589.0809742807 | 509604.20261472726 | 507915.8397126353 | 506227.47681054345 | 504539.11390845163 | 502850.7510063597 | 501162.3881042678 | 499474.02520217607 | 497785.66230008414 | 496097.2993979924 | 494408.9364959004 | 492720.5735938085 | 491032.21069171664 | 489343.84778962476 | 487655.48488753306 | 485967.12198544113
 |  | Social |  | 186245.34794395225 | 186449.67635639757 | 186654.00476884298 | 186858.33318128836 | 187062.6615937337 | 187369.15421240174 | 187318.07210929043 | 187266.99000617905 | 187215.90790306774 | 187164.82579995642 | 187011.57949062236 | 186602.92266573163 | 186194.2658408409 | 185785.60901595015 | 185376.95219105942 | 185019.37746928004 | 184406.39223194393 | 183793.4069946078 | 183180.42175727172 | 182567.4365199356 | 181954.45128259953 | 181341.46604526343 | 180728.4808079273 | 180115.4955705912 | 179502.5103332551 | 178889.525095919 | 178276.5398585829 | 177663.55462124682 | 177050.5693839107 | 176437.5841465746
 |  | Residencial (Fixa) |  | 9410.19985426652 | 9420.523715872956 | 9430.847577479393 | 9441.171439085829 | 9451.495300692266 | 9466.98109310192 | 9464.40012770031 | 9461.819162298701 | 9459.238196897093 | 9456.657231495483 | 9448.914335290656 | 9428.266612077783 | 9407.61888886491 | 9386.971165652038 | 9366.323442439167 | 9348.256684627904 | 9317.285099808596 | 9286.313514989288 | 9255.34193016998 | 9224.370345350671 | 9193.398760531363 | 9162.427175712055 | 9131.455590892745 | 9100.484006073437 | 9069.512421254129 | 9038.54083643482 | 9007.569251615512 | 8976.597666796204 | 8945.626081976896 | 8914.654497157588
 |  | Residencial (0 a 5 m³) |  | 41133.503548328 | 41178.630814974546 | 41223.75808162109 | 41268.885348267635 | 41314.01261491419 | 41381.70351488401 | 41370.421698222366 | 41359.13988156073 | 41347.8580648991 | 41336.576248237456 | 41302.73079825255 | 41212.47626495945 | 41122.22173166636 | 41031.96719837327 | 40941.71266508017 | 40862.73994844871 | 40727.358148509076 | 40591.97634856943 | 40456.594548629786 | 40321.212748690145 | 40185.8309487505 | 40050.449148810854 | 39915.06734887121 | 39779.68554893158 | 39644.30374899192 | 39508.92194905229 | 39373.54014911264 | 39238.158349173005 | 39102.776549233364 | 38967.394749293715
 |  | Residencial (> 5m³ a 10m³) |  | 47299.41632483766 | 47351.30816940686 | 47403.20001397608 | 47455.0918585453 | 47506.98370311451 | 47584.82146996832 | 47571.84850882602 | 47558.87554768372 | 47545.90258654142 | 47532.92962539912 | 47494.010741972204 | 47390.227052833776 | 47286.44336369535 | 47182.659674556926 | 47078.8759854185 | 46988.06525742237 | 46832.38972371475 | 46676.71419000709 | 46521.03865629946 | 46365.36312259182 | 46209.687588884175 | 46054.01205517655 | 45898.3365214689 | 45742.660987761265 | 45586.985454053625 | 45431.30992034598 | 45275.63438663834 | 45119.95885293071 | 44964.28331922307 | 44808.607785515436
 |  | Residencial (> 10m³ a 15m³) |  | 38998.55867333425 | 39041.34370753429 | 39084.12874173433 | 39126.913775934365 | 39169.6988101344 | 39233.87636143446 | 39223.18010288445 | 39212.483844334434 | 39201.787585784434 | 39191.091327234426 | 39159.002551584395 | 39073.43248318432 | 38987.86241478424 | 38902.292346384165 | 38816.722277984096 | 38741.84846813403 | 38613.49336553391 | 38485.1382629338 | 38356.78316033369 | 38228.428057733574 | 38100.07295513346 | 37971.717852533344 | 37843.36274993323 | 37715.00764733313 | 37586.65254473301 | 37458.2974421329 | 37329.94233953278 | 37201.587236932675 | 37073.23213433256 | 36944.87703173245
 |  | Residencial (> 15m³ a 20m³) |  | 28001.471059884272 | 28032.191269494673 | 28062.911479105078 | 28093.631688715486 | 28124.35189832589 | 28170.432212741496 | 28162.752160338896 | 28155.072107936292 | 28147.392055533695 | 28139.712003131095 | 28116.67184592329 | 28055.231426702478 | 27993.79100748167 | 27932.350588260855 | 27870.91016904005 | 27817.14980222184 | 27724.989173390622 | 27632.82854455941 | 27540.667915728194 | 27448.507286896973 | 27356.346658065766 | 27264.186029234545 | 27172.025400403327 | 27079.864771572116 | 26987.704142740895 | 26895.54351390968 | 26803.382885078467 | 26711.222256247253 | 26619.06162741604 | 26526.900998584824
 |  | Residencial (> 20m³ a 40m³) |  | 25496.888673669262 | 25524.86112421635 | 25552.833574763437 | 25580.806025310525 | 25608.77847585761 | 25650.737151678237 | 25643.744039041467 | 25636.750926404693 | 25629.757813767927 | 25622.764701131156 | 25601.78536322084 | 25545.840462126667 | 25489.895561032492 | 25433.95065993832 | 25378.005758844145 | 25329.053970386743 | 25245.136618745484 | 25161.219267104225 | 25077.30191546297 | 24993.384563821706 | 24909.46721218045 | 24825.54986053919 | 24741.632508897925 | 24657.71515725667 | 24573.79780561541 | 24489.88045397415 | 24405.96310233289 | 24322.045750691635 | 24238.128399050373 | 24154.211047409117
 |  | Residencial (>40m³) |  | 6138.434325289267 | 6145.168756803571 | 6151.903188317877 | 6158.637619832182 | 6165.372051346487 | 6175.473698617945 | 6173.790090739368 | 6172.106482860792 | 6170.422874982217 | 6168.7392671036405 | 6163.688443467911 | 6150.2195804393 | 6136.75071741069 | 6123.281854382079 | 6109.8129913534685 | 6098.027736203434 | 6077.8244416605185 | 6057.621147117603 | 6037.417852574687 | 6017.214558031771 | 5997.011263488856 | 5976.80796894594 | 5956.604674403023 | 5936.401379860107 | 5916.198085317192 | 5895.994790774275 | 5875.79149623136 | 5855.588201688444 | 5835.384907145529 | 5815.181612602612
 |  | Comercial |  | 77181.79314861372 | 77266.46873078446 | 77351.14431295518 | 77435.8198951259 | 77520.49547729663 | 77647.50885055271 | 77626.33995501003 | 77605.17105946735 | 77584.00216392467 | 77562.83326838199 | 77499.32658175394 | 77329.9754174125 | 77160.62425307104 | 76991.27308872962 | 76821.92192438817 | 76673.7396555894 | 76419.71290907724 | 76165.68616256506 | 75911.65941605289 | 75657.63266954072 | 75403.60592302856 | 75149.57917651639 | 74895.55243000422 | 74641.52568349204 | 74387.49893697987 | 74133.47219046773 | 73879.44544395554 | 73625.41869744337 | 73371.39195093121 | 73117.36520441905
 |  | Industrial |  | 4615.2447710205 | 4620.3081223875 | 4625.3714737545 | 4630.4348251215 | 4635.4981764885 | 4643.093203538999 | 4641.827365697249 | 4640.561527855499 | 4639.29569001375 | 4638.029852172 | 4634.23233864675 | 4624.10563591275 | 4613.97893317875 | 4603.85223044475 | 4593.72552771075 | 4584.8646628185 | 4569.6746087175 | 4554.484554616499 | 4539.2945005155 | 4524.104446414499 | 4508.9143923135 | 4493.7243382125 | 4478.534284111499 | 4463.3442300105 | 4448.154175909499 | 4432.9641218085 | 4417.774067707499 | 4402.5840136065 | 4387.3939595055 | 4372.2039054045
 |  | Pública |  | 48460.070095715244 | 48513.23528506874 | 48566.40047442225 | 48619.56566377575 | 48672.73085312925 | 48752.4786371595 | 48739.18733982112 | 48725.896042482746 | 48712.604745144374 | 48699.313447806 | 48659.439555790865 | 48553.109177083876 | 48446.77879837687 | 48340.44841966987 | 48234.11804096287 | 48141.07895959424 | 47981.58339153374 | 47822.087823473244 | 47662.59225541275 | 47503.09668735224 | 47343.60111929174 | 47184.105551231245 | 47024.60998317075 | 46865.11441511025 | 46705.61884704974 | 46546.123278989246 | 46386.62771092874 | 46227.13214286825 | 46067.636574807744 | 45908.141006747246
 |  | Guimarânia |  | 1053630.7491926136 | 1063387.6649606852 | 1073144.5807287572 | 1082901.4964968287 | 1092658.4122649007 | 1102299.1742738287 | 1110778.3986913196 | 1119257.6231088107 | 1127736.8475263016 | 1136216.071943793 | 1144579.14260214 | 1151316.0606324754 | 1158052.9786628108 | 1164789.896693146 | 1171526.8147234814 | 1178496.0402721039 | 1183374.49815614 | 1188252.9560401759 | 1193131.4139242119 | 1198009.8718082479 | 1202656.022173996 | 1207534.480058032 | 1212412.9379420679 | 1217291.395826104 | 1222169.8537101399 | 1227048.3115941756 | 1231926.7694782114 | 1236805.2273622474 | 1241683.6852462832 | 1246562.1431303192
 |  | Social |  | 343616.62703883514 | 346798.613222416 | 349980.5994059969 | 353162.58558957773 | 356344.5717731586 | 359488.6771688398 | 362253.97468552314 | 365019.2722022065 | 367784.56971888983 | 370549.8672355733 | 373277.2839643569 | 375474.36966254364 | 377671.45536073047 | 379868.5410589173 | 382065.62675710407 | 384338.47403109045 | 385929.4671228809 | 387520.4602146713 | 389111.45330646174 | 390702.4463982522 | 392217.677914243 | 393808.6710060335 | 395399.66409782396 | 396990.65718961443 | 398581.6502814048 | 400172.64337319526 | 401763.6364649857 | 403354.6295567762 | 404945.62264856655 | 406536.615740357
 |  | Residencial (Fixa) |  | 19530.461935321935 | 19711.31948163073 | 19892.17702793952 | 20073.03457424831 | 20253.892120557102 | 20432.596600838406 | 20589.770420844856 | 20746.944240851306 | 20904.118060857756 | 21061.291880864206 | 21216.31263484317 | 21341.19046443733 | 21466.0682940315 | 21590.94612362566 | 21715.823953219828 | 21845.007914868966 | 21935.43668802336 | 22025.865461177757 | 22116.294234332152 | 22206.723007486547 | 22292.845648585968 | 22383.27442174037 | 22473.70319489476 | 22564.131968049154 | 22654.56074120355 | 22744.98951435795 | 22835.418287512344 | 22925.84706066674 | 23016.27583382114 | 23106.70460697553
 |  | Residencial (0 a 5 m³) |  | 85370.80378296254 | 86161.3613309472 | 86951.91887893187 | 87742.4764269165 | 88533.03397490119 | 89314.18012350508 | 90001.21227830126 | 90688.24443309745 | 91375.27658789365 | 92062.30874268986 | 92739.92949810528 | 93285.7906621899 | 93831.65182627455 | 94377.51299035922 | 94923.37415444385 | 95488.05811729004 | 95883.33689128236 | 96278.61566527469 | 96673.89443926704 | 97069.17321325936 | 97445.62918849014 | 97840.9079624825 | 98236.18673647479 | 98631.46551046714 | 99026.74428445946 | 99422.0230584518 | 99817.30183244412 | 100212.58060643647 | 100607.8593804288 | 101003.13815442112
 |  | Residencial (> 5m³ a 10m³) |  | 98167.88850412691 | 99076.95063998256 | 99986.01277583822 | 100895.07491169387 | 101804.13704754955 | 102702.3770151212 | 103492.3952998529 | 104282.4135845846 | 105072.43186931628 | 105862.450154048 | 106641.6462704957 | 107269.33203096747 | 107897.01779143924 | 108524.70355191098 | 109152.38931238276 | 109801.7194094225 | 110256.25047735035 | 110710.78154527818 | 111165.312613206 | 111619.84368113383 | 112052.73041249366 | 112507.26148042148 | 112961.79254834932 | 113416.32361627714 | 113870.85468420497 | 114325.38575213279 | 114779.91682006062 | 115234.44788798847 | 115688.97895591629 | 116143.51002384412
